publishedAt,authorDisplayName,textDisplay,likeCount,Channel
2024-10-06T17:06:24Z,@rodensriwijaya,ganjar-mahfud jUlid ll 😂😂😂,1,Narasi Newsroom
2024-10-06T17:05:57Z,@mattardyantoriyadi,"Ini lucu... paslon 1 orang bandung, ga paham sama kebutuhan dan kondisi di jakarta, paslon 2 belum mulai kemarin sudah banyak skandal menimpa, paslon 3 mohon maaf tapi petugas partai tidak ada background memimpin mungkin rano karno tapi lihat banten apa ada perubahan yg signifikan? Saya sendiri waktu pilpres kemarin bulat dukung prabowo karena saya pendukung jokowi yg seharusnya saya memilih ridwan kamil karena beliau masih dalam koalisi KIM. Tapi ga deh, kayanya saya tunggu sampai batas akhir untuk lihat siapa yg benar benar bisa memegang jakarta. Karena siapapun yg memegang jakarta bukan hanya berdampak bagi 10jt warga jakarta tapi 35 juta warga di seluruh jabodetabek.",0,Narasi Newsroom
2024-10-06T17:04:04Z,@alvarogarvriel7586,"Rk cuman modal omdo bagi&quot; duit, bagi&quot; duit di buat nutupin aib duh kasian.",0,Narasi Newsroom
2024-10-06T17:03:40Z,@mutiaramaghfira2651,Coblos ketiganya ajalah,0,Narasi Newsroom
2024-10-06T17:02:01Z,@macrozel-id,"Tolong live chat dinonaktifkan, isinya promosi judi semua",0,Narasi Newsroom
2024-10-06T17:01:11Z,@maghlildot4017,All in coblos semua paslon,3,Narasi Newsroom
2024-10-06T17:01:01Z,@achmadsya4866,Pram Rano lah the best,0,Narasi Newsroom
2024-10-06T17:00:58Z,@HadiKim-q9h,"No. 1 cerdas, santai dan tenang",5,Narasi Newsroom
2024-10-06T17:00:43Z,@adelitatumade3092,Dharma pongrekun the best,37,Narasi Newsroom
2024-10-06T17:00:10Z,@sultonahmad240,"Gkd yang menarik,",0,Narasi Newsroom
2024-10-06T16:59:46Z,@narovinjackson4133,All Indonesian pak dharma Kun payakun,9,Narasi Newsroom
2024-10-06T16:59:13Z,@narovinjackson4133,Dharma Kun harus jadi,48,Narasi Newsroom
2024-10-08T12:50:50Z,@sarah3_30,InshaAllah,0,Narasi Newsroom
2024-10-08T16:37:08Z,@IfeehSugiarto,sip rekomendasi pak jokowi itu,0,Narasi Newsroom
2024-10-06T16:58:25Z,@hildarizky1941,"adab kunci utama....., semangat Pak dharma....",58,Narasi Newsroom
2024-10-08T14:35:39Z,@muhammadardi4069,"Tahapan dharma kun jadi cagub aja ga pake adab, catut&quot; KTP🤣",0,Narasi Newsroom
2024-10-06T16:57:54Z,@EgytZulkahfi-dm4se,Ngantuk bgt nonton debat gak ada gregetnya 😂😅,0,Narasi Newsroom
2024-10-06T16:57:12Z,@fatkhulmubin4706,4,0,Narasi Newsroom
2024-10-06T16:56:25Z,@radenofficial382,DHARMA-KUN INDEPENDENT DAN LEBIH BERPIHAK SAMA RAKYAT SAYA MENILAI NYA,14,Narasi Newsroom
2024-10-06T16:56:22Z,@radenofficial382,DHARMA-KUN INDEPENDENT DAN LEBIH BERPIHAK SAMA RAKYAT SAYA MENILAI NYA,5,Narasi Newsroom
2024-10-06T16:56:20Z,@banggrzt,RK beresin dulu Jawa Barat,0,Narasi Newsroom
2024-10-06T16:56:05Z,@bor-borcs2081,01 janji manis mulu kaya di jabar😅😅,0,Narasi Newsroom
2024-10-06T16:55:03Z,@banggrzt,emil,0,Narasi Newsroom
2024-10-06T16:55:12Z,@banggrzt,sadar diri mil,0,Narasi Newsroom
2024-10-06T16:52:38Z,@aditiawarman8685,Buat yang tau tau aja lah kaya gimana sbnernya RK 😊,0,Narasi Newsroom
2024-10-06T16:52:24Z,@bernabasmarak132,Polri dan TNI tidak sapa ya dalam sambutan ketua,0,Narasi Newsroom
2024-10-06T16:49:15Z,@yahyaaminullah613,"Dharma vs elit global, gas",18,Narasi Newsroom
2024-10-06T16:47:44Z,@ahmadjefri7020,"No 2 siapa sih?🙄?<br><br>Argumentasinya mentah semua ? Seumur ane jdi warga jakarta ga kenal tuh no.2, eh ujug-ujug muncul di berande kertas suare?😮",1,Narasi Newsroom
2024-10-06T16:47:22Z,@laurafleisbein2833,Ini mah nomor 2 dan 3 cuma jadi penghibur udah jelas lah ini siapa yang menang 🤣🤣🤣🤣,1,Narasi Newsroom
2024-10-06T17:24:33Z,@MalelaMP,"Pak ridwan kamil ya pasti menang, kelihatan auranya.",0,Narasi Newsroom
2024-10-06T17:24:43Z,@MalelaMP,"Pak ridwan kamil ya pasti menang, kelihatan auranya.",0,Narasi Newsroom
2024-10-06T17:24:43Z,@MalelaMP,"Pak ridwan kamil ya pasti menang, kelihatan auranya.",0,Narasi Newsroom
2024-10-06T21:51:07Z,@tuantakuromkummis7716,03 pemenngnnnya,0,Narasi Newsroom
2024-10-06T16:46:46Z,@pipitr9695,Kurang percaya dg partai pengusung 😅,0,Narasi Newsroom
2024-10-06T16:44:47Z,@desainart5654,"Pak Dharma penjelasannya mendalam dan masuk akal, apa lagi dia independent, tapi pengaruh kontrol partai",103,Narasi Newsroom
2024-10-07T01:09:33Z,@naufalgazian7654,Si paling adab.,2,Narasi Newsroom
2024-10-07T01:42:37Z,@anggawibisana1843,"Mendalam dari segi mana nya bang,, pertanyaan nya tentang kemacetan jakarta jawaban nya ke mana mana bang ga masuk akal 😂",10,Narasi Newsroom
2024-10-07T02:49:10Z,@watonngevlog1885,sipaling pencatut ktp 😂😂😂😂😂,8,Narasi Newsroom
2024-10-07T15:15:04Z,@anggunputri4979,​@@watonngevlog1885Ulah rezim mukidi itu yang punya akses ke KPU karena takut independen menantang UU kesehatan omnibuslaw,0,Narasi Newsroom
2024-10-08T03:53:53Z,@boni4621,bro bahkan salah paham sama arti AI 😂,0,Narasi Newsroom
2024-10-06T16:44:34Z,@yerikhoministry8674,Dharma - Kun paling tepat utk memimpin Jakarta.,14,Narasi Newsroom
2024-10-06T16:42:45Z,@Ivansukmasejati,No 3 pemenangnya<br>jawi = jawa - betawi  menyala abangkuh 🔥🔥🔥,0,Narasi Newsroom
2024-10-06T18:30:41Z,@camaliachannel1970,Jawa+sumbar,0,Narasi Newsroom
2024-10-06T16:42:19Z,@samuelxmipa2147,pa ridwan kamil lupa klo dirinya masi punya salah kepada persija fans😂,1,Narasi Newsroom
2024-10-06T16:41:18Z,@VEEASBETA,Adu Omon,0,Narasi Newsroom
2024-10-06T16:40:28Z,@DewiLestari-r1y,"Darma Pangrekun 😂😂😂<br>Niat cari kerja , bkn lg niat membangun Jakarta 😂😂😂",0,Narasi Newsroom
2024-10-06T23:03:21Z,@apiupro,Bangunan d bangun tapi rakyat miskin tmbh susah buat apa.. Bangun manusia nya dlo .. Bukan gedung gedung yg bs d nikmati oleh org kaya,0,Narasi Newsroom
2024-10-06T16:38:40Z,@adamanugerah.official,"Wkwkw parah downgrade banget dari 2017, Anies VS Ahok bener2 the real pilkada deh.",6,Narasi Newsroom
2024-10-06T16:38:25Z,@indrasukmadermawan,"No. 2 dan 3 mendominasi di komentar, tapi nanti yg menang you know lah wkwkwk, semoga sih memang yang terpilih yang sesuai hati masyarakat",6,Narasi Newsroom
2024-10-07T14:17:29Z,@irfannafiq8660,Yang Menang Tetap yg Berkoalisi dengan Penguasa lah.,2,Narasi Newsroom
2024-10-07T18:02:51Z,@indrasukmadermawan,@@irfannafiq8660 aduh berat 🥲,0,Narasi Newsroom
2024-10-08T06:12:01Z,@robimz7332,Astaghfirullah,0,Narasi Newsroom
2024-10-06T16:37:17Z,@Masanam4444,"Warga jabar pasti dah muak dengan muka nih orang gak sesuai dengan omongannya waktu jd gubernur jabar. Eh skrg nyalon gubernur jakarta, yang mau pilih tanya dl sama orang jabar",8,Narasi Newsroom
2024-10-06T16:50:16Z,@fajaralamsyah4680,"Lo aja kali yg muak. RK kalo nyalon lagi juga pasti menang. Coba lo liat cermin sekali2, pasti lebih muak liat muka sendiri",1,Narasi Newsroom
2024-10-06T17:15:40Z,@HadiKim-q9h,Punya kaca ga dirumah bang ? Gue bangga dipimpin RK wkwkwk,1,Narasi Newsroom
2024-10-06T18:51:11Z,@rejekilancar6840,"Tetap gas Pak Dharma. Buat apa pemimpin hebat tp kacung sutradara dan kacung globalisasi. Ujung2nya rakyat jd tumbal. Saatnya pilih pemimpin  yg tunduk sama Tuhan. Bukan tunduk sama uang dan sutradara. Kalian semua yg pilih 1 atau 3, klo mental mereka takut sama Uang, nasib tetap rakyat adalah tumbal, dan calon anda hanya kebanggaan ilusi, tp mereka adalah boneka sutradara, karena mereka hanya tunduk sama uang.",0,Narasi Newsroom
2024-10-06T18:54:30Z,@syahrialr71,anda sendiri kali yg muak,0,Narasi Newsroom
2024-10-07T00:20:46Z,@Rafimaulana1483-w1f,Buzzer,0,Narasi Newsroom
2024-10-06T16:37:13Z,@Bioflokrumahan,"Saya warga jateng, gereget ngebet pengen coblos Pak Jendral Dharma",10,Narasi Newsroom
2024-10-06T16:37:11Z,@Candakiawan,"Eh sejak kapan PCR bukan untuk virus, justru itu salah satu alat untuk tes virus",0,Narasi Newsroom
2024-10-06T16:40:52Z,@Bioflokrumahan,"Coba cek lagi kak, penemunya siapa &amp; apa fungsi aslinya saat pertama kali di temukan.",1,Narasi Newsroom
2024-10-06T19:07:53Z,@Candakiawan,@@Bioflokrumahan aku kerja di Lab kok. memang PCR itu salah satu alat untuk tes Virus,0,Narasi Newsroom
2024-10-06T19:08:52Z,@Candakiawan,"@@Bioflokrumahan memang ada metode lain kek ELFA pakai VIDAS , tapi bisa juga pakai PCR",0,Narasi Newsroom
2024-10-06T16:36:00Z,@galihbastian6321,Dharma Kun 🎉,8,Narasi Newsroom
2024-10-06T16:35:40Z,@ferdipranata2780,"Nomor 2 top banget, diluar ekspektasi sebelumnya rendah, ternyata sangat top dari kandidat lainnya",36,Narasi Newsroom
2024-10-06T21:19:44Z,@anggietiar579,"prakteknya sulit di parlemen, tanpa dukungan partai semua serba sulit. mandeg di jalan",1,Narasi Newsroom
2024-10-06T22:48:06Z,@apiupro,​@@anggietiar579kekuasaan tertinggi adalah rakyat ingat itu..,3,Narasi Newsroom
2024-10-06T23:08:27Z,@sopiankeamanan,No 2 cuma boneka.<br>Dah gitu KTP masyarakat jakarta d curi.<br>Gimana Mao di pilih..<br>Independen g kaya gitu.<br>1 am 2 sama ajh.<br>Tetap no 3 jakarta menyala,3,Narasi Newsroom
2024-10-06T23:16:10Z,@apiupro,@@sopiankeamanan ciee isu basi msh di pake ? Takut yee calon lo kalah? Ya pasti kalah lah.. !!! Sakit hati ya KPU sudah SAH kan 02 dan tidak terbukti ISU BASI itu.. Hahaaay,3,Narasi Newsroom
2024-10-06T23:40:18Z,@EsaFirman,​@@sopiankeamanan at least lebih baik dari 1 dan 3,1,Narasi Newsroom
2024-10-06T16:35:04Z,@desainart5654,"Pak Dharma luar biasa, warga jkt pilih Pak Dharma",30,Narasi Newsroom
2024-10-06T16:34:07Z,@ArjunaTiga-u6k,No 2 Freedom tanpa di kuasai partai,56,Narasi Newsroom
2024-10-06T18:52:37Z,@hengky1591,wkwkwkw yg nyatut ktp itu ya,4,Narasi Newsroom
2024-10-07T03:57:52Z,@khoironumam6702,​@@hengky1591 lah iya kpk tidak becus ada pencatut KTP dibiarkan 🤦,1,Narasi Newsroom
2024-10-07T08:05:24Z,@AjikSkd,​@@hengky1591asal bisa kau bicara. Siapa catut KTP. Dikepolisian tidak ada unsur pencatutan KTP.. kau bisa saya laporkan kpolisi.. hati 2 ucapanmu....,1,Narasi Newsroom
2024-10-07T13:26:29Z,@toniracilebutbogor1046,"​@@hengky1591itu mmang smpat heboh di brita,tpi bnar nggak britanya",0,Narasi Newsroom
2024-10-06T16:32:36Z,@dendifauziazhar7429,"Paslon No. 2 Disetiap Memberikan Argumennya Agak Gugup dan Grogi dari tata bicaranya, dan sangat kelihatan banget tegangnya, jadi kelihatan isi pembicaraannya menjadi kurang meyakinkan, Harus jadi evaluasi buwat debat selanjutnya biar latihan lagi cara berbicara di depan orang..👍👍",20,Narasi Newsroom
2024-10-06T17:42:44Z,@dwianugrah8738,ga dapat bocoran dr dalam om😅,0,Narasi Newsroom
2024-10-06T20:13:28Z,@putravandjava96,karna dia belum terbiasa di politik yg ngomong nya lancar kyk jln tol bg,0,Narasi Newsroom
2024-10-06T22:19:39Z,@OdiSufadi,Wajar..bang Dharma belum terbiasa berbicara dgn di kasih waktu yg sedikit..<br>Tapi setidak nya Bang dharma berbicara dgn hati&quot;..bang dharma belum pengalaman mengikuti debat yg di kasih waktu yg minim...beliau petugas Rakyat..bukan petugas politik..<br>Beliau tulus..jujur..tegas...melawan sistem elit global (khilafah Dajjaliyah),4,Narasi Newsroom
2024-10-07T02:15:01Z,@asenhdable,"Kalo dlm hal pengalaman debat, memang kang Emil jauh berpengalaman. Ketenangan dan Kemampuan Eksposisi Linguistik beliau, no doubt!",1,Narasi Newsroom
2024-10-07T16:10:26Z,@HanaReny,​@@OdiSufadibetul bang Darma org tulus... Tdk byk janji2... Pengennya membantu masyarakat.... Murni...,0,Narasi Newsroom
2024-10-06T16:32:21Z,@ArjunaTiga-u6k,Terbaik pak Pak Dharma,58,Narasi Newsroom
2024-10-06T16:32:02Z,@lewiboro9934,02 ..mantap bisa gantian ngokong,23,Narasi Newsroom
2024-10-06T16:30:19Z,@hanifiansyah5715,"Setelah nonton ini, ternyata memang pak ABW terbaik soal performa panggung",0,Narasi Newsroom
2024-10-06T17:19:21Z,@bobbyfirmanjaya2862,Agus Budi Wibowo,0,Narasi Newsroom
2024-10-06T16:30:11Z,@wahyualbarriyanto364,"Tetap pilih RK No.1, untuk DKJ 1.<br>Pemimpin yang hebat, pengalaman mengurus kota dan pernah menjabat jd Gubernur Jawa Barat yang wilayahnya sangat luas.<br><br>Visi Misi nya keren dan jelas.<br>Gak perlu muluk2, yang penting nyata realisasi nya.<br><br>Lulusan Arsitek, beliau bakal menata Jakarta menjadi lebih baik.<br>Dan tau mana yang urgent untuk di kerjakan 5 tahun ini.",5,Narasi Newsroom
2024-10-06T16:28:57Z,@dehiasrias3878,Hebat juga pak Darma. Emil spt agak meremehkan debat.,0,Narasi Newsroom
2024-10-06T16:28:17Z,@veronica_napitupulu,Pram Rano🔥🔥🔥,2,Narasi Newsroom
2024-10-06T16:27:03Z,@lewiboro9934,No 2 yess,21,Narasi Newsroom
2024-10-06T16:24:03Z,@FarizFadhzilla,Darma Kun fix no debat,27,Narasi Newsroom
2024-10-06T16:23:55Z,@rajawali2819,Pak Dharma dan wakilnya Cerdas.,51,Narasi Newsroom
2024-10-06T16:23:50Z,@didirohidi8562,Ridwal Kamil Lebih Berkelas...,0,Narasi Newsroom
2024-10-06T16:23:30Z,@ZulIrfan,Pantun nomor 2 di potong ya?,0,Narasi Newsroom
2024-10-06T16:23:22Z,@mspro501,"Warga Jakarta dipaksa memilih pemimpin yang tidak mengerti tentang Jakarta...Orang2 yang berteori, bukan orang yang sudah melakukan kerja nyata. Demokrasi sudah dibajak sehingga bukan rakyat yang menentukan melainkan kekuatan oligarki.",5,Narasi Newsroom
2024-10-06T16:22:37Z,@asolole4103,"Gua di bisikin Prabowo, katanya suruh coblos semua 😂😂😂😂😂",0,Narasi Newsroom
2024-10-06T16:22:19Z,@studio_trisno1,👍👍👍,0,Narasi Newsroom
2024-10-06T16:21:55Z,@denihermawan6129,Darma kun joz,10,Narasi Newsroom
2024-10-06T16:20:35Z,@mkocunginting9511,"03 yg mungkin real gampang terwujud,tdk populis dan sederhana",4,Narasi Newsroom
2024-10-06T16:17:53Z,@andriwiguna1377,Jakarta menyala bersama mas pram dan bang dul🤟,4,Narasi Newsroom
2024-10-06T16:16:22Z,@MujiSamuji-ic4zc,semoga doel menang❤,1,Narasi Newsroom
2024-10-06T16:16:14Z,@frdystywn0771,Belom bisa move on dari pak ahok❤,2,Narasi Newsroom
2024-10-06T16:15:26Z,@Muklis-yi7dx,02 klo ngomong tangan nya sambil menari,1,Narasi Newsroom
2024-10-06T16:15:04Z,@RullyGLTR,menyalaaa Pak Dharma Kun🔥,37,Narasi Newsroom
2024-10-07T02:32:37Z,@yudiansyah9428,Bang emang bener KTP warga Jakarta ada yang nyatut buat daftar nyagub?,0,Narasi Newsroom
2024-10-07T08:18:26Z,@sarah3_30,"​@@yudiansyah9428 Sdh pernah dijawab Bang Dharma, coba dicari sj, yg pasti buat yg paham betul siapa Bang Dharma, isu itu uda basi",0,Narasi Newsroom
2024-10-06T16:14:44Z,@Ekoapriyanto17,Gagasannya ga ada yang baru 😅,0,Narasi Newsroom
2024-10-06T16:14:32Z,@tiursitinjak9167,"Jangan salah pilihan ,cukuplah saat PilPres !!! Pramono Rano t3baik ,menyala 🔥🔥🔥",9,Narasi Newsroom
2024-10-06T16:14:30Z,@tarotoys2263,Kuda hitam pak darma.,13,Narasi Newsroom
2024-10-06T16:13:51Z,@atzwoody7358,3 calon lawak 😂,0,Narasi Newsroom
2024-10-06T16:10:54Z,@rpsihombing3531,"Mengatasi Problematika Kemacetan:<br><br>1: Membuat CBD di masing2 wilayah (1.kantor aja isi karyawan&#39;nya dari banyak daerah terutama Jabodetabek)<br>2: Adab antri tidak perlu mengubah dan menambah (dari dulu juga orang pada antri bos malah kekurangan kuota jumlah transportasi menurut saya)<br>3: Tidak lagi berfokus pada Transjakarta saja, tapi lebih ke Transjabodetabek (ini lebih logis karena memang faktanya orang yg bekerja membawa kendaraan pribadi dijakarta itu rata2 dari luar jakarta)<br><br>Fix No.3 lebih paham problematika Jakarta.",4,Narasi Newsroom
2024-10-06T16:10:40Z,@nuhryant,Kali ini gua pilih bang dharma 02,13,Narasi Newsroom
2024-10-06T16:09:44Z,@raflirmdhn4M1N,"No. 2 kurang expert dan menguasai baik dlm pertanyaan panelis, dan jawaban yg disampaikan",5,Narasi Newsroom
2024-10-06T16:12:27Z,@raflirmdhn4M1N,"No. 1 terlalu banyak gimmick yg yah seru si, cmn Eksistensi dlm debat kurang sengit aja. Dan kelemahannya beliau diamanatkan banyak partai yg memungkinkan aspirasi masyarakat kemungkinan tdk banyak dipedulikan karena konteks balas Budi itu msh lumrah di politik, nanti untuk mengeneralisir mereka mengatakan DINAMIS😮😂",3,Narasi Newsroom
2024-10-06T16:15:00Z,@raflirmdhn4M1N,Solusinya : saya sih menyarankan COBLOS 3 Paslon yah. Thanks you so much,1,Narasi Newsroom
2024-10-06T18:22:40Z,@dwianugrah8738,"wajar bang ,no 2 ga punya contekan",0,Narasi Newsroom
2024-10-07T04:05:31Z,@anaktuhan3509,No 1 dan 3 banyak aktor dibelakangnya,0,Narasi Newsroom
2024-10-06T16:09:30Z,@jadi_nulis,"2 ah, yg lain ntr dulu. non partai in syaa Allah 😊",29,Narasi Newsroom
2024-10-06T16:09:22Z,@sriwidodowidodo8434,Ayo kita dukung si doel,6,Narasi Newsroom
2024-10-06T16:08:48Z,@edwinrusdi7843,Santun debat cawagub jakarta... kalai ada anis pasti rusuh😂😂,1,Narasi Newsroom
2024-10-06T16:08:31Z,@feraselsia1191,Coblos semua,0,Narasi Newsroom
2024-10-06T16:08:21Z,@agungiskandar_8828,"No 2 tiap ngomong selalu berulang tentang adab, jadi terlihat dia benar2 memperjuangkan adab dulu. Artinya segala yg berlawanan dg adab akan dia lawan, terutama musuh terbesar bangsa ini, yaitu Korupsi yang menjakiti banyak aspek kehidupan",42,Narasi Newsroom
2024-10-06T17:28:20Z,@romelualexis9006,Betul bang🎉,2,Narasi Newsroom
2024-10-06T18:51:04Z,@lensachandra5683,Ngomongin adab tapi data orang di catut😅😂,4,Narasi Newsroom
2024-10-06T23:43:23Z,@jefrykhouu,mungkin krn jarang beretorika kyk paslon lain😅,0,Narasi Newsroom
2024-10-07T00:06:03Z,@arnoldirawan3122,Ohhh... Adab itu nyatut ktp orang. 😂😂,0,Narasi Newsroom
2024-10-07T00:30:04Z,@komentator2024,pertanyaan yg nyatut itu siapa? yg nuduh dp calon boneka itu siapa? sampe sini paham kan? masa gak paham sih 🤣🤣🤣🤣🤣🤣,1,Narasi Newsroom
2024-10-06T16:08:06Z,@aidiladam4926,Yang berkompeten Mas Pram dan Bang Doel No 3 kita anak muda butuh kerja dan butuh peningkatan skill untuk bersaing,10,Narasi Newsroom
2024-10-06T16:07:35Z,@robertsami8217,"<a href=""https://www.youtube.com/watch?v=qlFdJIFXXc8&amp;t=4374"">1:12:54</a>",0,Narasi Newsroom
2024-10-06T16:07:14Z,@syohifullohnoer3455,Kurang menarik calon calonnya ..,0,Narasi Newsroom
2024-10-06T16:06:26Z,@syohifullohnoer3455,Coblos semuanya,0,Narasi Newsroom
2024-10-06T16:06:09Z,@SmartMillionaireIndonesia,Dukung bang dharma 💪,41,Narasi Newsroom
2024-10-06T16:03:42Z,@moanton-up8wg,Pram Doel 3,2,Narasi Newsroom
2024-10-06T16:02:51Z,@sierlbyyuma,"Waktunya jakarta cetak sejarah independent menang, kembali ke independece",64,Narasi Newsroom
2024-10-06T16:02:26Z,@rustami9889,Omon-omon,0,Narasi Newsroom
2024-10-06T16:02:09Z,@bawonowidy8944,No 3 well,2,Narasi Newsroom
2024-10-06T16:01:07Z,@havidanfirdaus2914,Calonya gak ada yang menarik samsek,0,Narasi Newsroom
2024-10-06T16:00:30Z,@leonidjavanov3957,Anies mana?,0,Narasi Newsroom
2024-10-06T16:00:23Z,@LejoPraz,Debat kurang seru.,0,Narasi Newsroom
2024-10-06T16:00:06Z,@fitrikristiawan9940,Org pinter mah Dukung yg independen...BKN dukung yg diendors pusat<br>Tahu sendiri kan pusat😅,22,Narasi Newsroom
2024-10-06T21:25:30Z,@KNRI,yang nyolong ktp warga itu ya?,0,Narasi Newsroom
2024-10-07T03:45:42Z,@razdilhnasrul1501,@@KNRI klo Lo punya logika dan tahu cara pengumpulan KTP itu.. Lo GK akan berkomentar seperti ini,1,Narasi Newsroom
2024-10-07T15:35:22Z,@anggunputri4979,​@@razdilhnasrul1501Namanya juga buzzer partai😅,1,Narasi Newsroom
2024-10-06T15:59:20Z,@accentiercorner596,bahas dong gmana masalahh preman masalah lawan arahh kendaraan tidak tertib masalah arus urbanisasi yang gak terkontrol,6,Narasi Newsroom
2024-10-06T15:58:31Z,@marbulusan5966,Waktu covid kita ditakut takuti sehingga imun kita turun.,12,Narasi Newsroom
2024-10-07T00:02:19Z,@bayupw,Sedunia menakut-nakuti?,0,Narasi Newsroom
2024-10-07T03:53:23Z,@teknoid5878,"Mau takut atau berani, kalau badan kita tidak kenal sama virus baru, bakal mudah masuk. Bukan masalah imun turun apa naik.",0,Narasi Newsroom
2024-10-07T13:03:16Z,@Maximilianusanthonius,​@@teknoid5878tanyain aja orang lapangan biasa mereka gk pke masker... justru golongan lo pada yg trauma kebanyakan korban 🤣,0,Narasi Newsroom
2024-10-07T14:59:14Z,@teknoid5878,"@@Maximilianusanthonius Gak usah jauh jauh, tanya ke ortu ane aja gan, udah gak ada tapi, meninggal ketularan pas harus ke RS.",0,Narasi Newsroom
2024-10-07T15:43:25Z,@anggunputri4979,​@@bayupwIya kecuali Korut &amp; Brunei. Di luar negeri malah demonya besar-besaran pakai artis Jimmy Levy,0,Narasi Newsroom
2024-10-06T15:58:21Z,@DrewStotts-nw1cn,👑 𝙄𝙉𝘿𝙊𝙅𝘼𝙔𝘼168 👑 50rb Jadi Sejuta,0,Narasi Newsroom
2024-10-06T15:58:20Z,@ekopurwanto4944,Rk cerdas sekali,13,Narasi Newsroom
2024-10-06T17:17:57Z,@MS-ce7li,"Cerdas berwacana, bikin konten &amp; gimmick😂. Kalo kinerjanya mah 0 besar..",4,Narasi Newsroom
2024-10-06T15:56:54Z,@ExploreJapan360,"Hiruk pikuk dr kjadian sblum pilpres sampai hari ini, seandainya sy warga jakarta sy akan memilih yg independent. Semoga di amanahkan pak Kun 🔥<br>Salam dr Lombok",46,Narasi Newsroom
2024-10-06T15:56:24Z,@bulatrasdi4934,Dharma pongrekun ❤❤❤❤❤❤❤,10,Narasi Newsroom
2024-10-06T15:56:23Z,@abubuaya6042,Vote dharma,20,Narasi Newsroom
2024-10-06T15:55:55Z,@panduardyyudha7351,"Asli, fix nomor 3 menjadi pilihan",156,Narasi Newsroom
2024-10-13T06:36:11Z,@Karl.james10,Pilihan ibu kantin bukan warga jakarta,0,Narasi Newsroom
2024-10-06T15:55:01Z,@SharonOmotola,👑 𝙄𝙉𝘿𝙊𝙅𝘼𝙔𝘼168 👑 50rb Jadi Sejuta,0,Narasi Newsroom
2024-10-06T15:54:33Z,@OurLittleGarden-mb6pn,👑 𝙄𝙉𝘿𝙊𝙅𝘼𝙔𝘼168 👑 50rb Jadi Sejuta,0,Narasi Newsroom
2024-10-06T15:54:14Z,@DadayDarmawan-e8q,Coblos semua,0,Narasi Newsroom
2024-10-06T15:54:12Z,@SamuelKombong,✌️✌️,1,Narasi Newsroom
2024-10-06T15:54:12Z,@AlifOktaFahmi,Saya dan Keluarga Cakung Barat masih tetep coblos semua😊,49,Narasi Newsroom
2024-10-06T16:00:33Z,@romastamangunsong5517,😮😊,1,Narasi Newsroom
2024-10-06T16:52:41Z,@rodensriwijaya,gobl,4,Narasi Newsroom
2024-10-06T16:52:58Z,@ariyanto760,Apa urusan sama anda,1,Narasi Newsroom
2024-10-06T17:00:14Z,@sujangidjawadi8420,"lagi santai kawan... Fun inn ajeee<br>jangan bingung jangan ragu, pilkada jangan ragu jangan bikinnn malo. TPI tunggu dulu nyalakan semangat baru... Istimewa menyala",1,Narasi Newsroom
2024-10-06T17:01:07Z,@AlifOktaFahmi,"@@ariyanto760 kaga ada urusan jg dgn anda mampir kemari😂, cuma menegaskan sbg warga cakung barat gua dan keluarga masih tetep coblos semua,. Itu aja, anda keberatan???",1,Narasi Newsroom
2024-10-06T15:54:05Z,@MikeHunt-qw7rt,👑 𝙄𝙉𝘿𝙊𝙅𝘼𝙔𝘼168 👑 50rb Jadi Sejuta,0,Narasi Newsroom
2024-10-06T15:53:37Z,@GraciepoohKeellen,👑 𝙄𝙉𝘿𝙊𝙅𝘼𝙔𝘼168 👑 50rb Jadi Sejuta,0,Narasi Newsroom
2024-10-06T15:53:09Z,@MindyAlyce-bl8xw,👑 𝙄𝙉𝘿𝙊𝙅𝘼𝙔𝘼168 👑 50rb Jadi Sejuta,0,Narasi Newsroom
2024-10-06T15:50:31Z,@bariarum3335,Pak rk mantap,5,Narasi Newsroom
2024-10-06T15:49:39Z,@febrialfanor6911,02 dong,23,Narasi Newsroom
2024-10-06T22:46:29Z,@ZakariaPutra-q1p,"Yes,mantap",1,Narasi Newsroom
2024-10-06T15:48:29Z,@elleMTP-nf4ok,🇲🇾𝙄𝙉𝘿𝙊𝙅𝘼𝙔𝘼168 𝗧𝗘𝗥𝗚𝗔𝗖𝗢𝗥🇲🇾,0,Narasi Newsroom
2024-10-06T15:48:17Z,@AhmadNaimj,Beda dari jaman anis vs ahok,0,Narasi Newsroom
2024-10-06T15:48:01Z,@MiguelMTP-dh2mc,🇲🇾𝙄𝙉𝘿𝙊𝙅𝘼𝙔𝘼168 𝗧𝗘𝗥𝗚𝗔𝗖𝗢𝗥🇲🇾,0,Narasi Newsroom
2024-10-06T15:47:49Z,@bubblebub2240,"Gua mah bukan jakarta,tp cocoknya yg mimpin ya orang jakarta sendiri...<br>Soalnya orang jakarta sendiri yg tau masalah n jalan keluarnya seperti apa,orang luar mah mana tau...paling jg cmn ngerukin duit jakarte<br>🤔",0,Narasi Newsroom
2024-10-06T16:15:43Z,@rachmatsaputra8030,Calon nya ngga ada yg asli jakarta😂,0,Narasi Newsroom
2024-10-06T15:47:44Z,@jarwowoyu321,Kun 😂,0,Narasi Newsroom
